Y,X,Name,description
41.881164,-80.153562,County YMCA,
41.900139,-79.850759,Saint Teresa's Church,
41.898381,-79.835826,Memorial Fence,
41.898752,-79.835864,Caflisch Park,
41.778422,-79.800379,Ricevillle United Methodist Church,
41.762383,-79.845446,Honor Roll Athens Township World War II,
41.736151,-79.76342,USPO Centerville,
41.686336,-79.666373,Eternal Refuge Memorial,
41.65187,-79.72637,Hydetown Baptist Church,
41.518279,-79.683234,Petroleum Centre Train Station,
41.534025,-79.716705,Cherry Tree Evangelical United Methodist Church,
41.591331,-79.580917,US Post Office,
42.003522,-79.802613,Wattsburg Cemetery,
42.060315,-79.933598,Walters Pig,
42.119403,-79.734926,"Findley Lake, NY",
42.123026,-79.731674,Alexander Findley Library,
42.217537,-79.8416376,New gym,
42.273893,-79.713343,Memorial Pavilion,
40.94932,-80.106357,Bear Run Fishing Pier,
40.941297,-80.093265,Sunken Garden,
40.958763,-80.168767,McConnells Mill State Park,
40.9511,-80.167942,McConnell's Mill State Park,
40.931425,-80.240077,Hells Hollow,
41.407715,-80.381326,Railroad Park,
41.413656,-80.391713,Thiel College Softball Field,
41.411532,-80.391454,Riverside Park Graul Amphitheater,
40.972678,-80.375188,Darlington Park Caboose,
40.99992,-80.342879,New Castle Amphitheatre Fountain,
41.044483,-80.352354,The Castle Flag Pole,
40.804012,-80.240214,Hardisky Bridge At Brush Creek,
41.085835,-79.834349,Hilliards Post Office,
41.248661,-80.482944,Buhl Park Casino,
41.246787,-80.4832066,Little Lending Library,
41.243152,-80.482968,Statutes of Frank H and Julia F.Buhl,
41.2451192,-80.4812425,Wetlands Are Important to Watersheds,
41.248605,-80.473768,Acker Gazebo,
41.269076,-80.461445,Seth Myers Nature Trail,
41.270572,-80.460474,Spruce Cove Pavilion,
41.277894,-80.416481,Clark Borough Public Park,
41.237315,-80.408806,Whispering Pines Community Park,
41.233102,-80.499376,Sharon American Legion War Memorial,
41.244181,-80.449666,Hermitage Municipal Building Waterfall,
41.231739,-80.450973,Green Check Mark Statue,
41.232798,-80.448783,"Yellow ""M"" at First National Bank",
41.2203772,-80.2469355,Brandy Springs Rotary Club Pavilion,
41.2192474,-80.2445215,Brandy Springs Dog Park,
41.23304,-80.568035,Brookfield Gazebo,
41.140849,-80.562158,Optimist Bocci Court,
41.119276,-80.559629,McGuffey Wildlife Preserve,
41.155587,-80.085332,Cunningham Memorial Park,"In 1798, on a nearby site, the first gristmill in this area was built by Valentine and Margaret Cunningham. Later another gristmill was established here. Soon a community was established. The town, first known as Pine Grove, was incorporated as the Borough of Grove City in 1883. In 1908 the mill was converted to become the first electric plant in Grove City.\u003cbr\u003e This marker donated by Grove City College, Charles S. MacKenzie, President, Dedicated 1982."
41.187591,-80.084815,Praying Jesus Statue,
41.2381656,-80.7281545,First Baptist Church of Howland,
41.035792,-80.406594,Harbor Creek,
41.24752,-80.335116,Mount Washington Cemetery,
41.505578,-80.337725,Atlantic Post Office,
41.552064,-80.381568,Hartstown Presbyterian Church,
41.553359,-80.375782,Erie Canal Extension,
41.636272,-80.319199,Conneaut Lake Park,
41.63462,-80.315531,Kiddieland,
41.640299,-80.142412,Emigs Bicycle Shop,
41.338837,-80.519004,Orangeville Baptist Church,
41.234358,-80.568468,The Underground Railroad,
41.247754,-80.482906,Kayode,
41.184833,-80.782108,"41.184833,-80.782108",
